feature,impurity_importance,perm_importance_mean,perm_importance_std,rank_perm,rank_impurity,rank_avg
iso_483,0.0007452478363042962,0.0008333333333333304,0.0005006570305068351,189.0,416.0,302.5
iso_434,0.0006293153578361352,0.0008333333333333304,0.00041045668188671963,189.0,454.0,321.5
iso_312,0.00040614427757292454,0.0008333333333333304,0.0002937548522407579,189.0,562.0,375.5
iso_233,0.004372542927587916,0.0007692307692307665,0.0009421114395319882,206.0,39.0,122.5
iso_327,0.0026703602566043173,0.0007692307692307665,0.0011750194089630316,206.0,115.0,160.5
iso_427,0.001568179111721625,0.0007692307692307665,0.0008974358974358943,206.0,218.0,212.0
iso_581,0.0014669831947700287,0.0007692307692307665,0.0003846153846153832,206.0,235.0,220.5
iso_231,0.0013807105865158657,0.0007692307692307665,0.00038461538461538326,206.0,247.0,226.5
iso_207,0.0013685195456301358,0.0007692307692307665,0.00038461538461538326,206.0,250.0,228.0
iso_41,0.001282897321356275,0.0007692307692307665,0.0008006407690254329,206.0,264.0,235.0
iso_334,0.0011855246197128556,0.0007692307692307665,0.0006904057445044212,206.0,279.0,242.5
iso_46,0.0011695534413267566,0.0007692307692307665,0.00047969966497101645,206.0,280.0,243.0
iso_342,0.0010868182723506846,0.0007692307692307665,0.0003846153846153832,206.0,304.0,255.0
iso_209,0.000978844389458774,0.0007692307692307665,0.0006280742930213256,206.0,330.0,268.0
iso_353,0.0009346772772264164,0.0007692307692307665,0.00047969966497101645,206.0,343.0,274.5
iso_591,0.0008753166815775807,0.0007692307692307665,0.0003846153846153832,206.0,364.0,285.0
iso_35,0.000647823425601344,0.0007692307692307665,0.00047969966497101645,206.0,449.0,327.5
iso_339,0.0005110188977534504,0.0007692307692307665,0.0007475579352365743,206.0,497.0,351.5
iso_393,0.007633161580560015,0.0007051282051282026,0.0009267200188974942,221.0,3.0,112.0
iso_391,0.004848511679685768,0.0007051282051282026,0.0011975347238634192,221.0,27.0,124.0
iso_360,0.004300569458255928,0.0007051282051282026,0.0013583089807959626,221.0,40.0,130.5
iso_513,0.003952287484656596,0.0007051282051282026,0.001417522076121532,221.0,55.0,138.0
iso_380,0.001835554528632082,0.0007051282051282026,0.0001923076923076916,221.0,179.0,200.0
iso_78,0.0017300575308467827,0.0007051282051282026,0.0006692504172378535,221.0,191.0,206.0
iso_489,0.0016069340291709798,0.0007051282051282026,0.0007280651725384941,221.0,208.0,214.5
iso_323,0.0015840062637199146,0.0007051282051282026,0.0003452028722522106,221.0,214.0,217.5
iso_143,0.001547358130804709,0.0007051282051282026,0.0003452028722522106,221.0,222.0,221.5
iso_464,0.0011452733717938796,0.0007051282051282026,0.0006692504172378535,221.0,288.0,254.5
iso_465,0.001007934039434004,0.0007051282051282026,0.0010115213998756055,221.0,322.0,271.5
iso_616,0.000949484725886748,0.0007051282051282026,0.00019230769230769163,221.0,339.0,280.0
iso_372,0.0008494376085399526,0.0007051282051282026,0.0006047423802600366,221.0,373.0,297.0
iso_367,0.0007520173764694585,0.0007051282051282026,0.00019230769230769163,221.0,410.0,315.5
iso_533,0.0006779141721987566,0.0007051282051282026,0.0007280651725384941,221.0,436.0,328.5
iso_599,0.0006612016218397244,0.0007051282051282026,0.0004487179487179471,221.0,440.0,330.5
iso_307,0.0006332359207000975,0.0007051282051282026,0.0003452028722522106,221.0,452.0,336.5
iso_560,0.0004809970983056324,0.0007051282051282026,0.0005324758886485927,221.0,513.0,367.0
iso_61,0.0003283099359896986,0.0007051282051282026,0.0005324758886485927,221.0,601.0,411.0
iso_325,0.00471142112310643,0.0006410256410256387,0.0016216808513683939,240.0,30.0,135.0
